State,Year,Quarter,Population,Unemployment_Rate,Civilian noninstitutional population,Total Civilian Labor Force,Total Employed Civilian Labor Force,Total Unemployed Civilian Labor Force,% Civilian Labor Force Unemployed,Personal_Income,Applications,Formations,Births,GDP_Total,GDP_Accom_Food,GDP_Admin_Waste,GDP_Ag_Fish_Hunt,GDP_Arts_Recreation,GDP_Construction,GDP_Durable_Goods,GDP_Education,GDP_Finance_Insurance,GDP_Gov_Federal,GDP_Gov_Military,GDP_Gov_State_Local,GDP_Gov_Total,GDP_Healthcare_Social,GDP_Information,GDP_Management,GDP_Manufacturing,GDP_Mining_Oil_Gas,GDP_Nondurable_Goods,GDP_Other_Services,GDP_Private_Total,GDP_Prof_Tech_Services,GDP_Real_Estate,GDP_Retail,GDP_Transport_Warehousing,GDP_Utilities,GDP_Wholesale,Housing_Price_Index
Delaware,2022,4,1026805,4.07,824783.0,498337.0,477957.0,20380.0,4.1,67325.9,11783,459,2654,100619.5,2278.0,2776.4,1359.1,565.7,3479.3,1570.2,490.9,25249.0,1075.2,720.3,7044.5,8840.0,6805.9,1380.1,2072.7,7205.1,4.9,5634.9,1314.9,91779.6,6144.8,20082.9,4268.4,2196.0,1433.6,2671.9,304.22
Delaware,2023,1,1030572,3.9,828446.0,501901.0,482017.0,19884.0,4.0,66039.6,12859,509,2559,101151.1,2285.5,2750.3,1359.1,564.2,3594.9,1505.9,509.5,24452.3,1100.3,730.0,6649.2,8479.5,7208.8,1276.4,2080.0,7751.0,4.9,6245.1,1353.4,92671.6,6079.8,20661.3,4337.9,2188.2,1569.0,2861.9,295.37
Delaware,2023,2,1034410,3.8,832114.0,505706.0,486617.0,19089.0,3.8,66546.4,13872,523,2597,102432.0,2350.7,2810.0,1359.1,583.6,3761.0,1572.2,497.0,25343.2,1134.3,737.4,6697.0,8568.7,7343.0,1323.2,1814.9,7602.7,4.9,6030.5,1384.1,93863.3,6132.9,21056.9,4432.4,2183.9,1555.4,2864.7,301.69
Delaware,2023,3,1038491,3.8,835928.0,508296.0,489042.0,19254.0,3.8,67236.5,14381,552,2694,104295.1,2434.5,2744.8,1359.1,567.5,3713.1,1618.7,497.5,25974.1,1164.7,748.8,6953.2,8866.8,7342.8,1360.7,1914.5,7650.5,4.9,6031.7,1384.2,95428.3,6736.2,21301.1,4541.1,2203.4,1607.5,2852.2,309.04
Delaware,2023,4,1042495,3.83,840120.0,508622.0,489020.0,19602.0,3.9,67952.7,14463,556,2577,105451.7,2458.6,2751.6,1359.1,570.5,3815.0,1502.2,508.0,26489.6,1208.4,764.5,7318.5,9291.4,7626.2,1390.4,1997.6,7427.1,4.9,5924.9,1402.8,96160.3,6383.1,21498.1,4625.6,2219.9,1515.1,2919.2,318.15
Delaware,2024,1,1046173,3.73,843874.0,507101.0,488050.0,19051.0,3.8,69986.2,14335,554,2508,108190.3,2487.9,2822.2,1359.1,589.6,4068.8,1516.8,517.8,27082.8,1259.2,776.0,7368.0,9403.2,7898.5,1385.1,1955.7,7712.1,4.9,6195.3,1475.8,98787.1,6435.0,22076.5,4643.8,2254.2,1573.2,2980.0,329.07
Delaware,2024,2,1049957,3.77,847547.0,506844.0,487899.0,18945.0,3.7,71230.9,13720,564,2666,110280.0,2528.5,2819.2,1359.1,595.9,3850.0,1559.3,524.6,28099.5,1278.3,790.1,7789.0,9857.5,8031.7,1397.3,2054.1,7988.4,4.9,6429.2,1501.5,100422.5,6609.6,22197.8,4628.2,2268.7,1579.3,3031.1,330.08
Delaware,2024,3,1053586,3.67,851446.0,507551.0,488599.0,18952.0,3.7,72111.1,14599,607,2756,112069.0,2531.5,2858.4,1359.1,632.8,3943.1,1588.3,552.6,28042.0,1300.3,798.9,7428.1,9527.3,8180.6,1404.2,2044.8,8180.2,4.9,6592.0,1511.9,102541.7,7284.6,22439.4,4773.9,2313.0,1585.3,3076.6,331.49
Delaware,2024,4,1056787,3.6,854975.0,506776.0,488524.0,18252.0,3.6,73048.7,14972,625,2620,113347.8,2520.2,2873.7,1359.1,646.3,3974.8,1535.6,556.6,28548.5,1318.3,804.8,7703.3,9826.3,8479.2,1395.6,2042.5,8261.9,4.9,6726.3,1529.6,103521.5,6965.3,22693.0,4668.7,2373.2,1545.6,3129.9,330.37
Delaware,2025,1,1059513,3.67,858089.0,506745.0,488476.0,18269.0,3.6,74579.4,13971,596,2508,114459.9,2494.7,2850.7,1359.1,642.3,3974.7,1557.2,548.9,28868.4,1337.8,812.6,7843.9,9994.2,8738.4,1378.1,2095.6,7784.6,4.9,6227.4,1493.8,104465.7,7099.5,22971.3,4782.5,2397.7,1614.9,3168.2,333.33
Delaware,2025,2,1062193,3.97,860918.0,507336.0,487737.0,19599.0,3.9,75352.0,14376,647,2666,116005.6,2521.7,2895.2,1359.1,680.7,3969.9,1524.1,546.6,29743.8,1326.7,826.4,7882.3,10035.3,8897.9,1414.6,2088.3,7979.6,4.9,6455.5,1490.6,105970.3,7255.8,23245.8,4843.9,2394.9,1620.5,3388.8,336.83
District of Columbia,2005,1,567136,7.27,468875.0,319564.0,295844.0,23720.0,7.4,29163.0,1793,170,1967,84127.4,2612.5,2128.2,0.4,669.1,1014.1,126.6,2612.0,3521.1,24024.8,3209.8,2469.3,29703.9,3535.3,6264.9,333.9,295.1,0.0,168.5,5347.2,54423.5,17146.1,5831.2,987.2,381.4,973.1,709.9,274.99
District of Columbia,2005,2,568022,6.67,469777.0,320025.0,298025.0,22000.0,6.9,29713.0,1760,157,1882,85403.7,2615.1,2187.2,0.5,809.4,1014.1,126.0,2648.6,3776.8,24271.8,3197.5,2675.9,30145.1,3571.1,6410.5,322.6,293.5,0.0,167.6,5351.1,55258.6,17101.4,5970.5,1008.7,389.1,946.0,730.9,300.53
District of Columbia,2005,3,568908,6.1,470833.0,319992.0,299997.0,19995.0,6.2,30087.6,1785,163,2126,85796.0,2690.3,2195.6,0.6,882.7,1014.1,122.3,2644.3,3817.7,24346.9,3190.6,2752.5,30289.9,3678.9,6151.2,304.1,278.8,0.0,156.5,5470.9,55506.0,17197.9,5963.1,1011.9,407.1,1000.5,739.3,313.32
District of Columbia,2005,4,569795,5.83,472630.0,319261.0,300465.0,18796.0,5.9,30558.0,2006,187,1996,86331.1,2708.0,2197.0,0.9,759.7,1014.1,119.2,2563.2,3703.2,24776.5,3218.7,2489.0,30484.1,3657.1,6057.7,348.2,273.1,0.0,153.9,5565.6,55847.0,17520.4,6215.0,1008.3,401.6,1083.4,767.5,311.85
District of Columbia,2006,1,570681,5.8,473741.0,318724.0,300328.0,18396.0,5.8,30964.9,1997,161,2055,87197.2,2747.8,2228.8,0.8,740.0,1014.1,114.2,2709.1,3606.4,25047.8,3218.6,2366.4,30632.9,3707.6,5653.4,352.7,259.4,0.0,145.3,5622.6,56564.3,18635.0,6059.5,1060.7,402.0,1013.8,750.6,312.58
District of Columbia,2006,2,571612,5.87,474491.0,320581.0,301906.0,18675.0,5.8,31486.6,1970,166,2020,87811.7,2749.0,2302.5,0.7,838.7,1123.4,108.5,2730.4,3618.3,25016.0,3188.7,2201.3,30406.0,3731.7,5891.1,633.6,268.2,0.0,159.7,5759.3,57405.7,18241.2,6226.8,1031.8,420.3,1065.3,773.3,311.59
District of Columbia,2006,3,572542,5.9,475161.0,323175.0,304073.0,19102.0,5.9,31828.4,1999,194,2233,89430.2,2752.9,2331.0,0.8,757.9,1029.3,102.7,2795.3,3705.5,25200.8,3193.2,2199.6,30593.6,3774.5,6112.6,285.2,257.2,0.0,154.5,5791.4,58836.6,18500.7,7299.8,1061.1,413.4,1212.9,754.9,320.06
District of Columbia,2006,4,573473,5.77,476327.0,325359.0,306367.0,18992.0,5.8,32146.3,2035,164,2215,88964.5,2785.0,2398.7,0.8,784.1,1036.9,103.8,2776.4,3866.0,25252.0,3158.4,2224.2,30634.6,3912.7,6043.2,265.9,272.8,0.0,169.0,5848.5,58329.9,18633.2,6366.6,1048.9,399.8,1136.8,753.5,324.94
District of Columbia,2007,1,574404,5.57,477370.0,327728.0,309251.0,18477.0,5.6,33273.2,1985,153,2208,91091.8,2992.3,2443.4,0.3,678.6,1045.5,94.2,2812.2,3982.1,25286.4,3139.3,2319.8,30745.5,3993.9,5699.0,443.1,262.1,0.0,167.9,6155.2,60346.4,19452.3,6936.2,1074.6,407.4,1161.1,807.1,325.44
District of Columbia,2007,2,575862,5.5,478304.0,328348.0,310329.0,18019.0,5.5,33832.7,1923,154,2179,92526.3,3020.9,2452.9,0.3,671.0,1034.7,92.0,2794.9,3940.6,25802.8,3196.2,2278.1,31277.1,4066.7,6233.6,465.1,260.6,0.0,168.6,6205.3,61249.2,19726.1,6900.9,1069.7,402.7,1197.0,806.2,328.83
District of Columbia,2007,3,577320,5.5,479241.0,328836.0,310811.0,18025.0,5.5,34431.4,1933,139,2253,96105.4,3036.6,2524.4,0.3,703.6,1068.1,87.2,2847.3,4456.4,26308.3,3283.9,2431.8,32024.0,4074.1,6694.4,719.4,267.8,0.0,180.6,6343.1,64081.3,20586.4,7235.1,1069.1,403.1,1222.1,830.0,325.72
District of Columbia,2007,4,578778,5.6,480657.0,332379.0,313929.0,18450.0,5.6,34845.3,2054,135,2224,96331.9,3103.4,2562.0,0.3,709.4,1065.7,77.9,2945.5,4409.5,26555.4,3369.2,2120.6,32045.2,4208.8,6556.0,313.4,260.3,0.0,182.4,6308.0,64286.7,20814.2,7483.0,1070.0,416.0,1238.3,823.0,318.14
District of Columbia,2008,1,580236,5.7,481934.0,335210.0,316271.0,18939.0,5.6,34543.8,1950,135,2317,98559.1,3001.7,2631.7,0.2,766.1,1111.3,85.9,3063.5,3989.5,26913.0,3436.2,2445.0,32794.2,4274.9,6515.6,551.9,254.0,0.0,168.1,6559.6,65765.0,22262.1,7212.0,1024.7,448.6,1285.8,811.8,320.88
District of Columbia,2008,2,583234,6.1,483046.0,337333.0,317293.0,20040.0,5.9,35534.4,2054,157,2247,98715.2,2996.5,2694.7,0.1,810.1,1029.8,79.6,3109.7,3742.3,27245.9,3534.8,2290.4,33071.1,4323.1,6253.7,348.5,250.1,0.0,170.4,6695.6,65644.1,22352.1,7484.0,1060.8,445.2,1219.8,827.8,308.01
District of Columbia,2008,3,586232,6.7,484240.0,340568.0,318537.0,22031.0,6.5,35416.7,2130,128,2323,99571.9,3016.9,2653.1,0.1,812.7,1099.8,75.3,3215.0,3378.9,27658.2,3645.0,2378.7,33681.9,4372.4,6174.3,386.9,253.7,0.0,178.4,6835.4,65890.0,22673.7,7282.9,1078.7,456.7,1303.7,895.2,310.69
District of Columbia,2008,4,589230,7.53,486898.0,340995.0,316494.0,24501.0,7.2,35175.1,1836,129,2243,100115.2,2977.0,2623.3,0.1,898.0,1150.0,73.5,3303.0,2807.7,28021.8,3783.1,2438.6,34243.4,4440.0,6318.2,472.7,239.3,0.0,165.8,7013.0,65871.8,22805.1,7104.7,1071.5,500.0,1238.1,910.2,302.9
District of Columbia,2009,1,592228,8.63,489383.0,339973.0,311867.0,28106.0,8.3,35454.6,1863,146,2222,99386.9,2967.9,2563.9,0.1,828.1,1088.0,80.1,3478.6,2994.1,28562.1,3812.5,2439.5,34814.1,4542.8,6019.2,313.0,249.7,0.0,169.6,6952.7,64572.8,21954.6,6906.3,1024.9,458.2,1415.6,815.1,289.13
District of Columbia,2009,2,594236,9.4,491714.0,340465.0,309068.0,31397.0,9.2,35504.6,1898,148,2211,100488.9,2917.0,2526.1,0.1,803.9,1039.9,79.2,3539.0,3399.3,28834.3,3851.8,2597.2,35283.4,4580.6,6267.7,454.9,250.8,0.0,171.6,6861.7,65205.5,21564.9,7370.1,1041.4,435.1,1345.5,807.5,297.51
District of Columbia,2009,3,596245,9.93,494117.0,342423.0,308882.0,33541.0,9.8,35467.3,1968,143,2339,100494.6,2946.5,2554.0,0.1,836.9,956.1,76.7,3625.1,3170.8,29689.9,3902.2,2515.2,36107.3,4613.0,6012.4,506.4,253.3,0.0,176.6,6857.3,64387.3,21291.3,7099.6,1036.0,439.2,1368.3,821.1,295.89
District of Columbia,2009,4,598254,10.2,497122.0,343997.0,309024.0,34973.0,10.2,35733.7,2007,141,2268,101350.1,3019.7,2566.9,0.1,909.3,908.8,71.7,3606.7,3132.8,30198.2,3923.0,2588.8,36710.0,4615.4,5911.5,579.6,239.2,0.0,167.6,6861.9,64640.1,20974.6,7220.7,1068.0,458.3,1637.6,928.9,309.09
District of Columbia,2010,1,600262,10.1,499875.0,345798.0,310530.0,35268.0,10.2,37242.4,1863,132,2259,103674.1,2968.2,2530.6,0.3,904.2,911.9,70.7,3570.3,3517.4,30919.6,3996.9,2591.7,37508.2,4708.9,6229.9,696.1,237.4,0.0,166.7,6873.4,66165.9,21499.7,7760.2,1139.4,460.4,1278.2,879.2,310.46
District of Columbia,2010,2,603245,9.7,502466.0,348122.0,313968.0,34154.0,9.8,37978.8,2022,128,2244,105977.4,3205.2,2686.4,0.3,863.1,963.6,65.3,3687.2,3538.9,31974.6,3969.7,2670.3,38614.5,4868.4,6144.5,605.8,222.3,0.0,156.9,6814.6,67362.9,21739.5,7871.4,1163.5,471.2,1564.0,953.2,300.28
District of Columbia,2010,3,606423,9.57,504922.0,347413.0,314269.0,33144.0,9.5,38486.4,2094,126,2311,106752.3,3282.4,2712.4,0.4,886.0,985.3,62.9,3678.9,3311.0,31849.0,3935.6,2764.4,38549.0,4914.8,6260.7,551.0,224.8,0.0,161.9,7069.2,68203.3,21963.5,8181.8,1184.8,485.7,1574.1,936.2,311.38
District of Columbia,2010,4,609735,9.73,507782.0,346169.0,312647.0,33522.0,9.7,39142.0,2016,147,2351,108110.7,3246.7,2739.9,0.4,980.9,994.6,62.4,3783.1,3352.2,32221.8,3937.5,2620.9,38780.2,5031.1,6243.9,519.1,259.8,0.0,197.4,7052.9,69330.5,22263.9,8554.2,1184.4,508.1,1636.1,979.1,308.02
District of Columbia,2011,1,612838,9.9,510346.0,347812.0,313719.0,34093.0,9.8,40784.1,2193,131,2239,108809.6,3224.4,2868.1,0.4,938.8,994.9,62.3,3801.5,3598.5,32699.2,3942.5,2554.9,39196.6,4939.9,6270.5,584.4,267.0,0.0,204.8,7212.5,69613.0,22644.0,8262.2,1138.2,510.4,1392.2,964.8,306.01
District of Columbia,2011,2,615876,10.23,512769.0,348005.0,312770.0,35235.0,10.1,41145.7,1969,114,2294,109864.1,3229.7,2998.5,0.4,832.7,1071.0,64.2,3773.2,3470.1,32969.5,3928.5,2525.8,39423.8,5115.2,6333.4,481.6,319.4,0.0,255.2,7284.6,70440.4,23035.7,8487.2,1165.7,512.6,1389.6,939.7,322.63
District of Columbia,2011,3,619215,10.3,515299.0,348395.0,312289.0,36106.0,10.4,41686.2,2120,132,2440,110705.3,3324.4,3010.7,0.4,703.1,1123.4,64.5,3806.8,3636.4,33050.1,3970.5,2692.8,39713.4,5204.0,6216.1,516.6,277.9,0.0,213.4,7329.7,70992.0,23160.9,8649.5,1185.9,537.0,1363.8,945.4,310.67
District of Columbia,2011,4,622590,9.9,517856.0,350164.0,314926.0,35238.0,10.1,41828.4,2246,122,2322,110436.4,3376.1,3073.5,0.4,677.4,1188.3,67.0,3826.9,3719.6,32820.1,3422.8,2822.5,39065.4,5125.6,6117.4,582.8,250.4,0.0,183.5,7399.1,71371.0,23219.5,8594.5,1287.0,574.5,1381.4,976.6,323.74
District of Columbia,2012,1,625829,9.43,520153.0,352277.0,318491.0,33786.0,9.6,42311.6,1991,116,2239,111450.9,3540.1,3038.8,0.5,848.3,1270.9,65.1,3769.6,3934.9,32909.9,3461.7,2809.0,39180.6,5168.3,5688.1,744.8,235.6,0.0,170.5,7557.2,72270.3,23759.5,8763.0,1160.8,605.6,1170.5,1013.8,329.47
District of Columbia,2012,2,629000,9.1,522359.0,357397.0,324534.0,32863.0,9.2,42548.0,2167,153,2229,112761.1,3635.3,2995.2,0.6,941.0,1336.5,67.2,3897.0,4109.1,32895.7,3449.3,3012.5,39357.4,5081.1,5806.6,537.1,213.7,0.0,146.5,7540.2,73403.7,23960.5,9079.8,1227.3,656.4,1303.4,1083.0,332.17
District of Columbia,2012,3,632477,8.7,524694.0,363437.0,331391.0,32046.0,8.8,42110.4,2106,138,2516,113058.1,3629.7,3044.7,0.6,961.2,1405.4,69.9,3955.1,3973.7,32940.4,3452.8,2947.7,39340.9,5108.1,5724.6,529.5,230.0,0.0,160.1,7633.3,73717.2,24119.4,9152.5,1262.1,639.6,1235.4,1112.3,345.44
District of Columbia,2012,4,635991,8.6,527260.0,369026.0,337290.0,31736.0,8.6,43359.1,2228,144,2415,112780.5,3718.3,3090.2,0.6,937.8,1438.4,73.4,3858.9,4162.5,32830.6,3471.1,3005.9,39307.5,5265.0,5649.6,647.2,229.6,0.0,156.2,7678.5,73473.0,23543.8,9037.9,1348.8,582.1,1145.8,1137.8,347.45
District of Columbia,2013,1,639232,8.6,529545.0,371466.0,339365.0,32101.0,8.6,42823.4,2060,151,2251,114171.2,3884.8,3034.5,0.5,824.2,1396.1,80.2,4124.9,4079.5,32855.2,3474.0,3012.8,39342.0,5245.3,6467.6,594.2,238.9,0.0,158.7,7771.5,74829.1,23913.0,8971.9,1315.4,579.1,1234.2,1153.4,368.42
District of Columbia,2013,2,642485,8.53,531704.0,371236.0,339438.0,31798.0,8.6,43158.6,2070,132,2263,113902.5,3878.4,3052.8,0.5,924.0,1425.4,83.8,4172.3,3999.8,32808.9,3464.6,3072.0,39345.6,5302.4,5981.1,687.6,240.4,0.0,156.6,7844.7,74556.9,23788.8,9120.6,1282.4,566.7,1197.2,1091.6,376.15
District of Columbia,2013,3,645487,8.43,534062.0,369818.0,338446.0,31372.0,8.5,43249.7,2211,133,2452,114710.1,3917.1,3128.7,0.5,953.3,1469.5,86.4,4183.0,4096.0,32379.1,3523.7,2974.5,38877.3,5461.5,6072.2,554.2,233.0,0.0,146.6,7971.7,75832.8,23980.9,9699.2,1296.4,581.2,1102.1,1132.3,394.78
District of Columbia,2013,4,648039,8.1,535830.0,368824.0,338431.0,30393.0,8.2,43623.5,2227,142,2322,116547.2,3929.5,3270.5,0.5,839.4,1486.9,86.7,4308.9,4367.5,33445.7,3610.0,3095.8,40151.5,5152.5,6210.3,508.6,242.9,0.0,156.2,8073.4,76395.7,23961.9,9724.1,1353.8,608.1,1264.5,1092.6,380.94
District of Columbia,2014,1,650415,7.9,537413.0,369652.0,340249.0,29403.0,8.0,45199.3,2427,122,2226,118195.8,3865.6,3139.4,0.5,851.4,1526.1,81.9,4300.7,4156.7,33517.6,3626.5,2802.5,39946.7,5483.2,6285.2,596.7,229.9,0.0,148.0,8058.0,78249.2,24268.0,11155.7,1369.9,637.0,1179.9,1145.4,410.72
District of Columbia,2014,2,652765,7.8,538934.0,371268.0,342201.0,29067.0,7.8,45843.4,2391,150,2334,119005.4,3965.2,3211.0,0.5,1017.5,1472.7,82.4,4360.8,4566.2,33667.2,3665.1,2921.9,40254.3,5588.5,6170.6,642.4,214.9,0.0,132.6,8302.8,78751.1,24537.5,10294.5,1385.5,642.5,1215.7,1162.4,403.66
District of Columbia,2014,3,655502,7.67,540553.0,375424.0,346432.0,28992.0,7.7,46523.4,2236,131,2542,120806.8,4109.7,3323.8,0.5,1043.9,1494.3,85.7,4386.7,4667.0,33977.4,3661.7,2842.5,40481.5,5716.8,6050.2,584.9,205.1,0.0,119.4,8499.3,80325.3,25285.7,10419.0,1436.2,635.8,1241.9,1224.6,398.08
District of Columbia,2014,4,658438,7.5,542758.0,378886.0,350183.0,28703.0,7.6,46929.8,2207,146,2407,121984.0,4216.1,3307.1,0.5,933.9,1543.3,88.7,4394.2,4760.0,34173.3,3693.7,2932.7,40799.7,5668.9,5658.9,773.5,200.1,0.0,111.4,8585.6,81184.3,25673.7,11034.5,1421.5,612.3,1160.5,1239.5,414.93
District of Columbia,2015,1,661092,7.27,544674.0,379620.0,351723.0,27897.0,7.3,49106.3,2760,145,2325,123514.2,4218.1,3412.6,0.6,996.6,1425.9,95.6,4391.6,5041.8,34078.1,3669.9,2978.2,40726.1,5838.5,6207.7,757.6,222.5,0.0,126.8,8745.7,82788.2,25944.9,10774.6,1486.7,774.6,1260.8,1287.3,416.69
District of Columbia,2015,2,663759,7.0,546464.0,380227.0,353070.0,27157.0,7.1,49690.8,2373,158,2374,124862.0,4435.8,3421.1,0.6,993.1,1565.7,100.5,4406.5,5125.1,34337.9,3690.1,3131.4,41159.4,5798.6,6298.2,860.3,243.9,0.0,143.4,8980.3,83702.6,26322.9,10534.8,1490.7,731.7,1189.9,1303.3,428.12
District of Columbia,2015,3,666259,6.73,548441.0,381639.0,355633.0,26006.0,6.8,49975.8,2450,146,2407,124956.3,4468.0,3369.2,0.6,1035.4,1530.6,107.7,4460.5,4882.6,34696.6,3631.1,3042.8,41370.4,5951.0,6352.3,828.8,259.2,0.0,151.5,8819.4,83585.9,26645.0,10302.4,1501.2,725.7,1247.5,1206.4,445.35
District of Columbia,2015,4,668410,6.53,550011.0,382995.0,357727.0,25268.0,6.6,50194.0,2469,141,2472,125681.7,4520.7,3412.4,0.7,1095.6,1532.8,113.3,4561.8,4924.3,34959.3,3577.3,3044.4,41581.0,6016.5,6522.7,795.1,252.2,0.0,138.9,8874.5,84100.7,26582.1,10348.1,1542.0,732.8,1215.3,1171.1,436.83
District of Columbia,2016,1,670379,6.3,551456.0,384806.0,360243.0,24563.0,6.4,51452.9,2432,146,2397,128386.0,4324.3,3312.6,1.3,1016.5,1536.9,119.6,4572.8,4965.0,35519.9,3691.7,3105.6,42317.2,6051.4,6690.0,732.1,269.4,0.0,149.8,9081.1,86068.8,28140.3,10625.8,1608.3,733.4,1219.0,1188.6,433.75
District of Columbia,2016,2,672379,6.1,552791.0,385998.0,362377.0,23621.0,6.1,52013.8,2336,134,2418,129736.7,4513.1,3398.0,1.3,986.2,1532.2,122.9,4697.7,5291.1,35905.6,3688.6,3209.1,42803.3,6091.3,6730.9,702.3,258.5,0.0,135.6,9199.2,86933.4,27925.8,10777.6,1660.2,763.9,1189.9,1214.1,458.03
District of Columbia,2016,3,674403,6.23,554212.0,386583.0,362753.0,23830.0,6.2,52344.0,2538,163,2628,130068.8,4557.7,3360.6,1.4,1088.1,1468.4,125.0,4659.6,5563.7,36182.2,3669.9,3201.6,43053.7,6246.5,6617.0,732.1,263.5,0.0,138.5,9301.5,87015.1,27674.8,10591.4,1649.7,784.3,1209.4,1245.4,451.91
District of Columbia,2016,4,676332,6.3,555562.0,388522.0,364017.0,24505.0,6.3,52951.7,2576,154,2415,131542.4,4549.2,3448.3,1.5,1188.9,1530.8,124.6,4688.8,5875.0,36479.9,3657.7,3195.3,43332.9,6307.8,6617.4,626.7,277.0,0.0,152.3,9440.8,88209.5,28265.4,10499.6,1643.4,761.8,1252.6,1234.7,468.55
District of Columbia,2017,1,678051,6.23,556803.0,390694.0,366198.0,24496.0,6.3,53325.5,2605,192,2272,131615.9,4653.3,3507.5,1.9,1216.3,1581.4,126.0,4578.1,5589.0,36559.0,3719.9,3388.6,43667.4,6243.3,6976.2,819.3,273.9,0.0,147.8,9466.7,87948.5,27781.2,10300.9,1689.5,740.2,1271.3,1206.7,473.09
District of Columbia,2017,2,679746,6.2,557905.0,392905.0,368566.0,24339.0,6.2,53792.1,2671,191,2389,132941.6,4644.9,3511.9,2.0,1198.9,1631.9,127.4,4510.7,5675.1,36698.7,3724.5,3227.3,43650.5,6361.6,7081.1,691.9,270.8,0.0,143.3,9400.7,89291.1,28384.4,10835.2,1690.4,746.0,1276.8,1279.8,474.22
District of Columbia,2017,3,681338,6.07,559034.0,394808.0,370594.0,24214.0,6.1,54495.7,2717,183,2558,136223.5,4731.0,3461.8,2.1,1265.0,1682.5,128.9,4572.0,5945.8,37033.1,3741.2,3522.6,44296.9,6360.3,7365.2,772.5,267.8,0.0,138.9,9665.9,91926.7,28508.3,12145.5,1766.0,758.7,1310.7,1240.8,485.56
District of Columbia,2017,4,682654,5.93,560061.0,394951.0,371351.0,23600.0,6.0,55021.4,2709,161,2341,136414.0,4752.2,3507.3,1.9,1378.1,1733.0,130.3,4610.1,6064.6,37374.5,3755.6,3284.7,44414.8,6443.9,7352.6,780.4,264.7,0.0,134.4,9967.1,91999.2,28879.2,11052.5,1656.6,801.3,1369.5,1307.7,498.29
District of Columbia,2018,1,683712,5.87,560888.0,395730.0,372482.0,23248.0,5.9,55343.6,2979,145,2198,138424.3,5051.8,3454.2,1.8,1315.5,1783.6,131.7,4705.9,6268.0,37866.2,3776.9,3788.7,45431.8,6478.1,7238.9,788.5,261.6,0.0,129.9,10084.1,92992.5,28818.7,11517.3,1783.2,678.1,1493.1,1269.9,509.08
District of Columbia,2018,2,684856,5.73,561640.0,398044.0,375012.0,23032.0,5.8,55962.8,3014,154,2302,140553.6,5178.2,3441.0,1.6,1496.2,1801.7,132.5,4691.1,6330.2,38591.2,3808.3,3829.6,46229.1,6542.4,7411.5,789.6,259.7,0.0,127.2,10228.3,94324.6,29122.4,11872.3,1754.1,753.5,1447.1,1203.6,515.62
District of Columbia,2018,3,685772,5.53,562505.0,395872.0,373870.0,22002.0,5.6,56933.8,2975,149,2381,142964.1,5172.2,3620.1,1.7,1283.5,1823.5,135.9,4767.6,6643.4,38897.1,3856.0,3858.0,46611.1,6551.3,7742.8,849.9,267.6,0.0,131.7,10362.2,96353.0,29759.8,12091.0,1783.1,781.3,1585.9,1266.0,498.43
District of Columbia,2018,4,686335,5.73,562938.0,394609.0,372538.0,22071.0,5.6,57342.7,2949,131,2331,143018.7,5069.4,3538.4,1.8,1293.0,1891.1,131.2,4827.9,6314.0,38729.8,3901.8,3757.4,46389.0,6740.5,8085.3,877.3,247.9,0.0,116.7,10555.8,96629.7,29989.5,12011.2,1746.9,766.0,1396.1,1277.6,528.91
District of Columbia,2019,1,686663,5.9,563202.0,397788.0,374167.0,23621.0,5.9,57072.5,2963,158,2157,142596.3,5203.5,3555.7,3.1,1309.4,1948.8,127.0,4826.4,6609.0,38493.9,3868.0,3407.4,45769.3,6714.4,7981.7,818.4,248.7,0.0,121.7,10435.8,96827.0,29286.6,12466.0,1749.3,736.8,1517.8,1415.7,509.31
District of Columbia,2019,2,687068,5.6,563375.0,400515.0,377558.0,22957.0,5.7,57471.7,3266,155,2207,144106.2,5459.8,3621.6,3.2,1256.8,1939.3,127.2,4834.1,6626.3,38763.6,3971.9,3344.4,46080.0,6793.1,8617.1,874.9,242.4,0.0,115.3,10479.9,98026.2,29348.2,12500.5,1846.4,750.0,1429.8,1402.8,518.34
District of Columbia,2019,3,687791,5.3,563629.0,401528.0,379958.0,21570.0,5.4,57621.1,3039,139,2400,145891.9,5417.7,3676.5,3.3,1348.7,1965.1,129.8,4877.6,6680.5,38967.8,4020.8,3468.5,46457.1,6803.0,8805.0,861.0,239.4,0.0,109.6,10780.8,99434.8,30048.7,12317.7,1840.1,731.3,1517.4,1520.9,527.28
District of Columbia,2019,4,688665,5.27,564225.0,402517.0,381570.0,20947.0,5.2,57879.6,3101,172,2315,147691.3,5369.7,3750.9,3.2,1523.3,1880.6,131.7,4894.8,6720.0,39204.4,4110.8,3614.0,46929.3,6919.3,9019.3,955.7,256.0,0.0,124.3,11074.7,100762.0,30328.7,12450.1,1820.7,731.3,1455.8,1608.0,555.89
District of Columbia,2020,1,689238,5.67,564662.0,404360.0,382061.0,22299.0,5.5,58136.7,2797,104,2282,148200.4,4645.6,3800.2,3.2,1230.8,1815.1,134.6,4940.3,6870.2,39966.6,3916.8,4179.2,48062.6,6913.6,9004.0,1173.8,256.0,0.0,110.8,10722.4,100137.8,30601.6,12817.7,1743.2,630.7,1489.7,1514.0,550.26
