State,Year,Total Population,White Alone,Black Alone,American Indian or Alaskan Native,Asian Alone,Hawaiian or Pacific Islander Alone,Two or More Races,Not Hispanic,Hispanic,Pop_Youth,Pop_Working,Pop_Senior,Age_Median,Population,Lawful_Permanent_Residents,Nonimmigrants,Naturalizations,Refugees,Asylees,Lawful_Permanent_Residents_Per_Million,Nonimmigrants_Per_Million,Naturalizations_Per_Million,Refugees_Per_Million,Asylees_Per_Million
Maryland,2019,6054954.0,3532244.0,1885534.0,37723.0,411273.0,7270.0,180910.0,5416661.0,638293.0,,,,,6045680.0,22300.0,472650.0,19350.0,760.0,1090.0,3689.246,78179.626,3200.467,126.206,180.79
Maryland,2020,6177935.0,3588657.0,1931526.0,41702.0,419180.0,7887.0,188983.0,5446126.0,731809.0,1388379.0,3816404.0,973152.0,39.05,6177935.0,16050.0,189400.0,19880.0,250.0,910.0,2597.794,30656.684,3217.58,39.819,146.489
Maryland,2021,6179403.0,3572426.0,1938616.0,43144.0,424475.0,7980.0,192762.0,5435268.0,744135.0,1375607.0,3803209.0,1000587.0,39.25,6179403.0,17280.0,118420.0,19800.0,280.0,1090.0,2797.034,19163.34,3203.708,45.635,176.069
Maryland,2022,6192440.0,3556123.0,1947530.0,46712.0,435877.0,8092.0,198106.0,5422867.0,769573.0,1374207.0,3786633.0,1031600.0,39.43,6192440.0,24230.0,281510.0,22660.0,500.0,1550.0,3913.32,45460.594,3658.816,79.936,249.498
Maryland,2023,6217062.0,3548283.0,1959332.0,51477.0,445577.0,8216.0,204177.0,5418759.0,798303.0,1372027.0,3778771.0,1066264.0,39.61,6217062.0,25520.0,382660.0,20420.0,1320.0,600.0,4104.35,61550.617,3284.349,212.801,95.704
Maryland,2024,6263220.0,3551301.0,1976758.0,57175.0,458331.0,8346.0,211309.0,5432271.0,830949.0,1371237.0,3789983.0,1102000.0,39.75,,,,,,,,,,,
Massachusetts,2005,6403290.0,5518356.0,454754.0,23611.0,306445.0,5314.0,94810.0,5881303.0,521987.0,,,,,,,,,,,,,,,
Massachusetts,2006,6410084.0,5499169.0,464016.0,24786.0,316580.0,5331.0,100202.0,5869140.0,540944.0,,,,,,,,,,,,,,,
Massachusetts,2007,6431559.0,5494246.0,473702.0,25979.0,326166.0,5561.0,105905.0,5870510.0,561049.0,,,,,,,,,,,,,,,
Massachusetts,2008,6468967.0,5501017.0,484952.0,27338.0,337842.0,5709.0,112109.0,5884219.0,584748.0,,,,,,,,,,,,,,,
Massachusetts,2009,6517613.0,5517152.0,496558.0,28821.0,350852.0,5852.0,118378.0,5908202.0,609411.0,,,,,,,,,,,,,,,
Massachusetts,2010,6566440.0,5534312.0,507906.0,30036.0,363798.0,5983.0,124405.0,5932505.0,633935.0,,,,,,,,,,,,,,,
Massachusetts,2011,6614218.0,5547178.0,520781.0,30648.0,378805.0,6088.0,130718.0,5956110.0,658108.0,,,,,,,,,,,,,,,
Massachusetts,2012,6664269.0,5558944.0,535556.0,31316.0,395484.0,6248.0,136721.0,5980857.0,683412.0,,,,,,,,,,,,,,,
Massachusetts,2013,6715158.0,5571813.0,550545.0,31848.0,411568.0,6525.0,142859.0,6006904.0,708254.0,,,,,6713315.0,29480.0,1056510.0,21400.0,1830.0,220.0,4391.571,157374.561,3188.291,272.444,32.324
Massachusetts,2014,6764864.0,5583210.0,565021.0,32333.0,428858.0,6681.0,148761.0,6030977.0,733887.0,,,,,6762596.0,29780.0,1156760.0,21610.0,1940.0,210.0,4403.043,171052.803,3195.223,286.428,30.905
Massachusetts,2015,6797484.0,5581445.0,577951.0,32836.0,443847.0,6866.0,154539.0,6038885.0,758599.0,,,,,6794228.0,28540.0,1246290.0,23550.0,1690.0,500.0,4199.888,183433.497,3466.766,248.446,72.856
Massachusetts,2016,6827280.0,5574810.0,591169.0,33308.0,460655.0,6992.0,160346.0,6045881.0,781399.0,,,,,6823608.0,35710.0,1350220.0,24580.0,1730.0,360.0,5232.716,197874.79,3601.76,254.118,52.025
Massachusetts,2017,6863560.0,5572724.0,605239.0,33829.0,478140.0,7078.0,166550.0,6055699.0,807861.0,,,,,6859789.0,37010.0,1423600.0,27740.0,1090.0,480.0,5395.21,207528.686,4043.71,158.168,69.973
Massachusetts,2018,6885720.0,5565295.0,617086.0,34382.0,489655.0,7219.0,172083.0,6052070.0,833650.0,,,,,6882635.0,33170.0,1502920.0,24830.0,460.0,480.0,4819.956,218364.478,3607.049,67.416,69.741
Massachusetts,2019,6894883.0,5545565.0,627476.0,34990.0,502529.0,7420.0,176903.0,6044538.0,850345.0,,,,,6892503.0,30830.0,1496110.0,22890.0,520.0,670.0,4473.556,217063.38,3321.58,74.864,97.642
Massachusetts,2020,6994598.0,5607730.0,642136.0,36352.0,517349.0,7664.0,183367.0,6106580.0,888018.0,1388829.0,4419045.0,1186724.0,39.81,6994598.0,22110.0,581580.0,20370.0,290.0,620.0,3160.582,83147.595,2911.819,41.604,88.926
Massachusetts,2021,7000474.0,5588490.0,651689.0,36709.0,527513.0,7822.0,188251.0,6097477.0,902997.0,1366005.0,4417951.0,1216518.0,39.88,7000474.0,22430.0,232670.0,24090.0,230.0,450.0,3204.212,33236.464,3440.481,32.855,63.567
Massachusetts,2022,7022468.0,5567884.0,667739.0,38028.0,546624.0,7848.0,194345.0,6093029.0,929439.0,1357206.0,4410120.0,1255142.0,39.99,7022468.0,32890.0,852270.0,27010.0,510.0,1050.0,4682.827,121363.173,3845.941,72.197,149.52
Massachusetts,2023,7066568.0,5563353.0,686031.0,40401.0,566275.0,8036.0,202472.0,6104084.0,962484.0,1353880.0,4416601.0,1296087.0,40.07,7066568.0,36730.0,1203490.0,24220.0,1230.0,360.0,5198.28,170306.859,3427.548,174.201,50.378
Massachusetts,2024,7136171.0,5572524.0,708951.0,43304.0,591165.0,8212.0,212015.0,6134842.0,1001329.0,1355719.0,4443518.0,1336934.0,40.08,,,,,,,,,,,
Michigan,2005,10051137.0,8147170.0,1441842.0,64111.0,226726.0,3436.0,167852.0,9658452.0,392685.0,,,,,,,,,,,,,,,
Michigan,2006,10036081.0,8120608.0,1439518.0,64939.0,232374.0,3486.0,175156.0,9632423.0,403658.0,,,,,,,,,,,,,,,
Michigan,2007,10001284.0,8079951.0,1434092.0,65488.0,236100.0,3529.0,182124.0,9588891.0,412393.0,,,,,,,,,,,,,,,
Michigan,2008,9946889.0,8025124.0,1424533.0,66007.0,238669.0,3528.0,189028.0,9525963.0,420926.0,,,,,,,,,,,,,,,
Michigan,2009,9901591.0,7976600.0,1416742.0,67044.0,241042.0,3551.0,196612.0,9472168.0,429423.0,,,,,,,,,,,,,,,
Michigan,2010,9877597.0,7941821.0,1414778.0,68496.0,244729.0,3465.0,204308.0,9439651.0,437946.0,,,,,,,,,,,,,,,
Michigan,2011,9883053.0,7930629.0,1414819.0,68975.0,255334.0,3576.0,209720.0,9435897.0,447156.0,,,,,,,,,,,,,,,
Michigan,2012,9898289.0,7928025.0,1414859.0,69712.0,266763.0,3626.0,215304.0,9439276.0,459013.0,,,,,,,,,,,,,,,
Michigan,2013,9914802.0,7928827.0,1411893.0,70137.0,279114.0,3748.0,221083.0,9446085.0,468717.0,,,,,9913065.0,16950.0,1040330.0,12950.0,4650.0,210.0,1710.066,104945.04,1306.357,469.179,21.487
Michigan,2014,9932033.0,7928393.0,1410980.0,70704.0,291275.0,3775.0,226906.0,9453876.0,478157.0,,,,,9929848.0,18190.0,701390.0,11810.0,4010.0,140.0,1831.347,70634.213,1189.243,403.43,14.2
Michigan,2015,9934483.0,7916362.0,1408754.0,71078.0,301938.0,3835.0,232516.0,9447558.0,486925.0,,,,,9931715.0,18050.0,726630.0,12470.0,3010.0,190.0,1817.309,73162.49,1255.876,303.271,19.03
Michigan,2016,9954117.0,7916521.0,1408236.0,71619.0,315107.0,3972.0,238662.0,9455244.0,498873.0,,,,,9950571.0,22570.0,724310.0,13580.0,4260.0,160.0,2268.111,72790.396,1364.344,427.915,15.778
Michigan,2017,9976752.0,7919930.0,1408805.0,72192.0,326746.0,4096.0,244983.0,9466830.0,509922.0,,,,,9973114.0,18930.0,892670.0,12730.0,2540.0,210.0,1897.802,89507.55,1275.93,254.284,20.956
Michigan,2018,9987286.0,7916061.0,1408986.0,72448.0,334233.0,4180.0,251378.0,9465867.0,521419.0,,,,,9984072.0,19850.0,1068710.0,14340.0,650.0,260.0,1988.167,107041.796,1436.087,65.204,25.841
Michigan,2019,9984795.0,7904285.0,1408989.0,73069.0,336946.0,4302.0,257204.0,9451444.0,533351.0,,,,,9986857.0,17410.0,1122100.0,16460.0,1150.0,320.0,1743.692,112357.171,1648.567,114.751,32.242
Michigan,2020,10072703.0,7955796.0,1429892.0,73987.0,342278.0,4400.0,266350.0,9506757.0,565946.0,2181321.0,6114158.0,1777224.0,39.92,10072703.0,13950.0,587020.0,9070.0,490.0,200.0,1385.229,58278.2,900.851,48.944,19.657
Michigan,2021,10041351.0,7922220.0,1424601.0,74473.0,343891.0,4509.0,271657.0,9465907.0,575444.0,2156405.0,6062919.0,1822027.0,40.14,10041351.0,13930.0,367310.0,11720.0,530.0,190.0,1387.164,36579.839,1166.775,53.18,18.424
Michigan,2022,10050877.0,7914468.0,1420345.0,75014.0,358198.0,4754.0,278098.0,9461270.0,589607.0,2137001.0,6042983.0,1870893.0,40.2,10050877.0,16880.0,674300.0,16080.0,1140.0,330.0,1679.555,67088.971,1599.562,113.721,32.634
Michigan,2023,10083356.0,7916864.0,1420512.0,75979.0,379894.0,4898.0,285209.0,9478061.0,605295.0,2121946.0,6033296.0,1928114.0,40.3,10083356.0,18980.0,1405630.0,16910.0,2450.0,280.0,1882.409,139401.108,1676.823,242.677,27.669
Michigan,2024,10140459.0,7930610.0,1426504.0,77228.0,407909.0,5074.0,293134.0,9516580.0,623879.0,2109343.0,6045193.0,1985923.0,40.36,,,,,,,,,,,
Minnesota,2005,5119598.0,4556199.0,232332.0,61741.0,182424.0,2659.0,84243.0,4918136.0,201462.0,,,,,,,,,,,,,,,
Minnesota,2006,5163555.0,4573137.0,244813.0,63037.0,190292.0,2808.0,89468.0,4950631.0,212924.0,,,,,,,,,,,,,,,
Minnesota,2007,5207203.0,4589755.0,256837.0,64451.0,198113.0,2896.0,95151.0,4983642.0,223561.0,,,,,,,,,,,,,,,
Minnesota,2008,5247018.0,4604227.0,267143.0,65919.0,205594.0,2969.0,101166.0,5012989.0,234029.0,,,,,,,,,,,,,,,
Minnesota,2009,5281203.0,4616560.0,275631.0,66335.0,212611.0,3029.0,107037.0,5038309.0,242894.0,,,,,,,,,,,,,,,
Minnesota,2010,5310934.0,4625280.0,282782.0,67718.0,219767.0,3002.0,112385.0,5059313.0,251621.0,,,,,,,,,,,,,,,
Minnesota,2011,5346620.0,4636560.0,292078.0,69179.0,229237.0,3181.0,116385.0,5089445.0,257175.0,,,,,,,,,,,,,,,
Minnesota,2012,5377500.0,4645496.0,300638.0,70296.0,238021.0,3199.0,119850.0,5114467.0,263033.0,,,,,,,,,,,,,,,
Minnesota,2013,5414722.0,4658718.0,310959.0,71567.0,246294.0,3337.0,123847.0,5144350.0,270372.0,,,,,5413479.0,12780.0,232840.0,10530.0,2210.0,100.0,2360.959,43010.419,1944.406,408.979,17.918
Minnesota,2014,5452665.0,4669398.0,323608.0,72405.0,255769.0,3522.0,127963.0,5175749.0,276916.0,,,,,5451079.0,13760.0,240600.0,9180.0,2230.0,50.0,2525.005,44137.5,1683.336,409.46,9.356
Minnesota,2015,5484002.0,4673427.0,336805.0,73483.0,264646.0,3747.0,131894.0,5199900.0,284102.0,,,,,5482032.0,14740.0,269560.0,7530.0,2290.0,220.0,2688.237,49171.001,1374.126,417.363,39.401
Minnesota,2016,5525360.0,4683767.0,353152.0,74283.0,274219.0,3929.0,136010.0,5233900.0,291460.0,,,,,5522744.0,15600.0,295880.0,8570.0,2640.0,140.0,2825.226,53573.912,1552.308,477.118,25.35
Minnesota,2017,5569283.0,4697752.0,369244.0,75392.0,282291.0,4186.0,140418.0,5268793.0,300490.0,,,,,5566230.0,16010.0,310640.0,7830.0,1620.0,130.0,2876.094,55807.432,1407.416,291.759,23.714
Minnesota,2018,5608762.0,4708611.0,384844.0,76482.0,289848.0,4368.0,144609.0,5299580.0,309182.0,,,,,5606249.0,16720.0,334190.0,8350.0,720.0,340.0,2982.565,59610.624,1489.053,128.963,60.825
Minnesota,2019,5640053.0,4714550.0,399280.0,76985.0,296171.0,4512.0,148555.0,5324190.0,315863.0,,,,,5639632.0,13830.0,345850.0,14090.0,850.0,480.0,2452.82,61324.037,2498.745,150.364,85.289
Minnesota,2020,5710735.0,4755991.0,414207.0,78487.0,303032.0,4669.0,154349.0,5364042.0,346693.0,1331261.0,3448151.0,931323.0,38.39,5710735.0,9830.0,145600.0,12020.0,390.0,370.0,1720.969,25495.142,2104.107,67.767,64.09
Minnesota,2021,5718660.0,4745159.0,424772.0,79257.0,307052.0,4913.0,157507.0,5365526.0,353134.0,1319490.0,3439449.0,959721.0,38.65,5718660.0,8770.0,60050.0,9400.0,270.0,240.0,1534.276,10499.837,1643.742,47.738,41.443
Minnesota,2022,5721621.0,4723205.0,439484.0,80280.0,312966.0,5080.0,160606.0,5358359.0,363262.0,1311687.0,3419573.0,990361.0,38.9,5721621.0,9760.0,182280.0,13490.0,540.0,300.0,1706.16,31857.231,2357.898,94.554,52.607
Minnesota,2023,5753048.0,4722935.0,456177.0,82168.0,321373.0,5282.0,165113.0,5376911.0,376137.0,1304537.0,3424849.0,1023662.0,39.05,5753048.0,11940.0,283380.0,21690.0,1530.0,150.0,2075.074,49257.541,3769.306,266.467,26.595
Minnesota,2024,5793151.0,4723898.0,476525.0,84204.0,332830.0,5524.0,170170.0,5403066.0,390085.0,1299057.0,3436947.0,1057147.0,39.21,,,,,,,,,,,
Mississippi,2005,2905943.0,1782506.0,1061415.0,14509.0,23242.0,1219.0,23052.0,2845360.0,60583.0,,,,,,,,,,,,,,,
Mississippi,2006,2904978.0,1770305.0,1070798.0,15013.0,23300.0,1343.0,24219.0,2840544.0,64434.0,,,,,,,,,,,,,,,
Mississippi,2007,2928350.0,1779214.0,1082126.0,15424.0,24322.0,1429.0,25835.0,2858284.0,70066.0,,,,,,,,,,,,,,,
Mississippi,2008,2947806.0,1785548.0,1092190.0,15949.0,25196.0,1507.0,27416.0,2872833.0,74973.0,,,,,,,,,,,,,,,
Mississippi,2009,2958774.0,1788908.0,1097005.0,16367.0,26063.0,1689.0,28742.0,2879079.0,79695.0,,,,,,,,,,,,,,,
Mississippi,2010,2970615.0,1790255.0,1105088.0,16828.0,26715.0,1691.0,30038.0,2888611.0,82004.0,,,,,,,,,,,,,,,
Mississippi,2011,2979147.0,1790768.0,1110762.0,16946.0,27836.0,1694.0,31141.0,2895474.0,83673.0,,,,,,,,,,,,,,,
Mississippi,2012,2984599.0,1790404.0,1114783.0,17128.0,28266.0,1657.0,32361.0,2900641.0,83958.0,,,,,,,,,,,,,,,
Mississippi,2013,2989839.0,1787782.0,1119920.0,17310.0,29405.0,1705.0,33717.0,2903885.0,85954.0,,,,,2988711.0,1720.0,38680.0,970.0,0.0,10.0,574.161,12942.703,325.558,0.0,1.673
Mississippi,2014,2991892.0,1783990.0,1123499.0,17522.0,30340.0,1714.0,34827.0,2903493.0,88399.0,,,,,2990468.0,1590.0,42730.0,930.0,10.0,10.0,530.686,14289.737,311.323,2.341,2.675
Mississippi,2015,2990231.0,1778127.0,1125536.0,17746.0,31242.0,1736.0,35844.0,2899700.0,90531.0,,,,,2988471.0,1590.0,46520.0,950.0,20.0,10.0,531.041,15567.827,316.55,5.019,2.677
Mississippi,2016,2990595.0,1774193.0,1128507.0,17875.0,31363.0,1768.0,36889.0,2898013.0,92582.0,,,,,2987938.0,2150.0,48380.0,990.0,10.0,50.0,719.225,16192.438,331.332,4.351,18.073
Mississippi,2017,2990674.0,1771011.0,1129820.0,18122.0,31824.0,1814.0,38083.0,2895068.0,95606.0,,,,,2988510.0,1790.0,53900.0,660.0,10.0,100.0,599.965,18034.07,221.515,3.012,33.461
Mississippi,2018,2982879.0,1762656.0,1128789.0,18300.0,32455.0,1851.0,38828.0,2884913.0,97966.0,,,,,2981020.0,1640.0,58180.0,1130.0,0.0,170.0,551.154,19517.481,377.723,0.0,55.686
Mississippi,2019,2978227.0,1757730.0,1127317.0,18507.0,32887.0,1864.0,39922.0,2878735.0,99492.0,,,,,2976149.0,1690.0,60020.0,1140.0,10.0,60.0,566.84,20166.665,382.373,3.36,20.16
Mississippi,2020,2958536.0,1741263.0,1122568.0,18731.0,32984.0,1945.0,41045.0,2853212.0,105324.0,699231.0,1773179.0,486126.0,38.13,2958536.0,1020.0,32460.0,970.0,10.0,150.0,344.765,10970.629,328.541,2.704,50.701
Mississippi,2021,2947209.0,1733973.0,1116777.0,18873.0,33443.0,1946.0,42197.0,2840375.0,106834.0,692593.0,1760725.0,493891.0,38.29,2947209.0,1170.0,23050.0,950.0,0.0,60.0,395.289,7820.619,322.678,0.0,18.662
Mississippi,2022,2941939.0,1729912.0,1111525.0,19231.0,35465.0,2011.0,43795.0,2830048.0,111891.0,686901.0,1750571.0,504467.0,38.45,2941939.0,1720.0,42870.0,1090.0,0.0,60.0,584.988,14571.342,369.144,0.0,20.395
Mississippi,2023,2943172.0,1728384.0,1111088.0,19692.0,36528.0,2083.0,45397.0,2826567.0,116605.0,681620.0,1744227.0,517325.0,38.62,2943172.0,1840.0,57800.0,1140.0,10.0,30.0,623.817,19636.977,388.357,3.058,11.552
Mississippi,2024,2943045.0,1725681.0,1110314.0,20113.0,37950.0,2111.0,46876.0,2822100.0,120945.0,674622.0,1739636.0,528787.0,38.76,,,,,,,,,,,
Missouri,2005,5790300.0,4917028.0,669907.0,28216.0,82736.0,5116.0,87297.0,5624330.0,165970.0,,,,,,,,,,,,,,,
Missouri,2006,5842704.0,4951012.0,678128.0,28695.0,87067.0,5567.0,92235.0,5665619.0,177085.0,,,,,,,,,,,,,,,
Missouri,2007,5887612.0,4980125.0,684018.0,29155.0,90822.0,5958.0,97534.0,5700097.0,187515.0,,,,,,,,,,,,,,,
Missouri,2008,5923916.0,5001808.0,689311.0,29675.0,94108.0,6414.0,102600.0,5726899.0,197017.0,,,,,,,,,,,,,,,
Missouri,2009,5961088.0,5023152.0,695364.0,30081.0,97477.0,6636.0,108378.0,5755168.0,205920.0,,,,,,,,,,,,,,,
Missouri,2010,5996089.0,5042507.0,701220.0,30734.0,101212.0,7247.0,113169.0,5782203.0,213886.0,,,,,,,,,,,,,,,
Missouri,2011,6011182.0,5046154.0,704328.0,31110.0,105426.0,7595.0,116569.0,5792050.0,219132.0,,,,,,,,,,,,,,,
Missouri,2012,6026027.0,5050493.0,707443.0,31642.0,108410.0,7883.0,120156.0,5801498.0,224529.0,,,,,,,,,,,,,,,
Missouri,2013,6042989.0,5055852.0,711494.0,31999.0,111325.0,8046.0,124273.0,5812908.0,230081.0,,,,,6040715.0,6350.0,149230.0,4820.0,1270.0,40.0,1050.372,24704.195,797.422,209.909,7.284
Missouri,2014,6059130.0,5060202.0,714524.0,32649.0,115103.0,8293.0,128359.0,5823086.0,236044.0,,,,,6056202.0,6420.0,153060.0,4250.0,1390.0,20.0,1059.905,25273.596,701.76,229.847,3.137
Missouri,2015,6075411.0,5064160.0,717574.0,33076.0,119506.0,8499.0,132596.0,5833065.0,242346.0,,,,,6071732.0,6730.0,171860.0,4320.0,1430.0,70.0,1108.58,28304.774,711.164,235.682,10.87
Missouri,2016,6091384.0,5070005.0,720070.0,33691.0,122191.0,8781.0,136646.0,5842468.0,248916.0,,,,,6087135.0,6870.0,180490.0,4660.0,2070.0,60.0,1128.281,29650.895,765.056,340.39,9.035
Missouri,2017,6111382.0,5077635.0,722427.0,34532.0,126718.0,9177.0,140893.0,5855450.0,255932.0,,,,,6106670.0,7710.0,200620.0,5110.0,1230.0,50.0,1262.063,32852.766,836.626,200.928,7.697
Missouri,2018,6125986.0,5082043.0,724435.0,35147.0,129774.0,9595.0,144992.0,5863076.0,262910.0,,,,,6121623.0,7640.0,210340.0,5270.0,480.0,150.0,1247.708,34360.332,861.536,77.921,23.687
Missouri,2019,6140475.0,5086254.0,725728.0,35899.0,133854.0,10064.0,148676.0,5870639.0,269836.0,,,,,6137428.0,6900.0,211210.0,5500.0,680.0,150.0,1124.249,34414.09,896.304,110.796,24.766
Missouri,2020,6154744.0,5084126.0,730681.0,37258.0,137525.0,10541.0,154613.0,5850529.0,304215.0,1393777.0,3706120.0,1054847.0,38.84,6154744.0,5840.0,95250.0,4050.0,220.0,150.0,948.212,15476.354,658.029,35.095,25.021
Missouri,2021,6171374.0,5092753.0,730043.0,37848.0,139705.0,11079.0,159946.0,5858947.0,312427.0,1387651.0,3705964.0,1077759.0,38.96,6171374.0,5000.0,46900.0,4540.0,290.0,90.0,810.516,7599.604,735.655,46.991,14.746
Missouri,2022,6179414.0,5095431.0,726576.0,38503.0,142696.0,11988.0,164220.0,5857234.0,322180.0,1381859.0,3692179.0,1105376.0,39.14,6179414.0,7180.0,124360.0,4870.0,610.0,60.0,1161.599,20124.724,788.424,98.068,9.062
Missouri,2023,6208038.0,5108396.0,727870.0,39790.0,149196.0,13033.0,169753.0,5872126.0,335912.0,1377875.0,3693319.0,1136844.0,39.26,6208038.0,7240.0,175780.0,6120.0,1400.0,120.0,1166.069,28314.099,985.174,226.158,19.169
Missouri,2024,6245466.0,5125212.0,732670.0,40832.0,157426.0,13997.0,175329.0,5895029.0,350437.0,1372092.0,3703791.0,1169583.0,39.39,,,,,,,,,,,
Montana,2005,940102.0,852189.0,3899.0,59782.0,5685.0,641.0,17906.0,915949.0,24153.0,,,,,,,,,,,,,,,
Montana,2006,952692.0,862738.0,4107.0,60364.0,5857.0,695.0,18931.0,927391.0,25301.0,,,,,,,,,,,,,,,
Montana,2007,964706.0,872545.0,4192.0,61181.0,6034.0,731.0,20023.0,938266.0,26440.0,,,,,,,,,,,,,,,
Montana,2008,976415.0,882291.0,4282.0,61852.0,6205.0,732.0,21053.0,949042.0,27373.0,,,,,,,,,,,,,,,
Montana,2009,983982.0,887526.0,4354.0,62711.0,6429.0,787.0,22175.0,955772.0,28210.0,,,,,,,,,,,,,,,
Montana,2010,990730.0,892298.0,4252.0,63719.0,6546.0,740.0,23175.0,961859.0,28871.0,,,,,,,,,,,,,,,
Montana,2011,997518.0,896396.0,4918.0,64643.0,6992.0,778.0,23791.0,967204.0,30314.0,,,,,,,,,,,,,,,
Montana,2012,1004168.0,900685.0,5429.0,65669.0,7205.0,778.0,24402.0,972149.0,32019.0,,,,,,,,,,,,,,,
Montana,2013,1014158.0,907920.0,5446.0,66713.0,7993.0,837.0,25249.0,980418.0,33740.0,,,,,1013569.0,450.0,51190.0,290.0,0.0,0.0,439.043,50503.715,290.064,0.0,0.0
Montana,2014,1022657.0,914234.0,5498.0,67683.0,8348.0,849.0,26045.0,987250.0,35407.0,,,,,1021869.0,450.0,51740.0,300.0,0.0,0.0,441.348,50631.735,297.494,0.0,0.0
Montana,2015,1031495.0,921243.0,5644.0,68345.0,8647.0,880.0,26736.0,994406.0,37089.0,,,,,1030475.0,520.0,52810.0,250.0,0.0,0.0,503.651,51246.27,241.636,0.0,0.0
Montana,2016,1042137.0,929495.0,5871.0,69180.0,9067.0,925.0,27599.0,1003541.0,38596.0,,,,,1040859.0,570.0,54050.0,310.0,30.0,10.0,543.782,51928.263,301.674,25.94,12.49
Montana,2017,1053862.0,938553.0,6136.0,70088.0,9457.0,939.0,28689.0,1013035.0,40827.0,,,,,1052482.0,530.0,58310.0,350.0,90.0,20.0,502.621,55399.522,329.697,87.412,15.202
Montana,2018,1061818.0,945167.0,6210.0,70468.0,9749.0,928.0,29296.0,1019505.0,42313.0,,,,,1060665.0,570.0,60130.0,400.0,120.0,10.0,532.685,56690.85,378.065,108.423,5.657
Montana,2019,1070123.0,951496.0,6360.0,70674.0,10375.0,948.0,30270.0,1026629.0,43494.0,,,,,1068778.0,550.0,61230.0,360.0,100.0,10.0,509.928,57287.856,337.769,90.758,13.099
Montana,2020,1087230.0,966053.0,6565.0,71476.0,10657.0,928.0,31551.0,1041214.0,46016.0,234057.0,643064.0,210109.0,40.1,1087230.0,510.0,21160.0,290.0,30.0,20.0,464.483,19465.982,266.733,31.272,16.556
Montana,2021,1106522.0,982815.0,6864.0,72011.0,11171.0,985.0,32676.0,1057743.0,48779.0,235328.0,653660.0,217534.0,40.14,1106522.0,400.0,13400.0,460.0,40.0,0.0,365.108,12112.728,412.102,35.246,0.0
Montana,2022,1122095.0,996303.0,6928.0,72417.0,11574.0,1084.0,33789.0,1070623.0,51472.0,236333.0,661170.0,224592.0,40.28,1122095.0,490.0,36010.0,350.0,50.0,0.0,433.118,32088.192,311.025,41.886,0.0
Montana,2023,1131302.0,1003901.0,7227.0,72758.0,11629.0,1126.0,34661.0,1077445.0,53857.0,235147.0,664012.0,232143.0,40.51,1131302.0,590.0,49350.0,470.0,130.0,40.0,519.755,43621.42,418.986,114.912,34.474
Montana,2024,1137233.0,1008299.0,7554.0,72778.0,11739.0,1159.0,35704.0,1081277.0,55956.0,232655.0,665227.0,239351.0,40.77,,,,,,,,,,,
Nebraska,2005,1761497.0,1611295.0,77334.0,19280.0,28294.0,1511.0,23783.0,1630030.0,131467.0,,,,,,,,,,,,,,,
Nebraska,2006,1772693.0,1616934.0,79189.0,20319.0,29115.0,1645.0,25491.0,1634212.0,138481.0,,,,,,,,,,,,,,,
Nebraska,2007,1783440.0,1622610.0,80643.0,21165.0,30100.0,1723.0,27199.0,1638363.0,145077.0,,,,,,,,,,,,,,,
Nebraska,2008,1796378.0,1629008.0,82903.0,22480.0,31152.0,1881.0,28954.0,1643675.0,152703.0,,,,,,,,,,,,,,,
Nebraska,2009,1812683.0,1639946.0,84684.0,22862.0,32247.0,2025.0,30919.0,1651812.0,160871.0,,,,,,,,,,,,,,,
Nebraska,2010,1829591.0,1651165.0,86318.0,23690.0,33716.0,2093.0,32609.0,1660381.0,169210.0,,,,,,,,,,,,,,,
Nebraska,2011,1840914.0,1657875.0,87735.0,24315.0,35035.0,2125.0,33829.0,1666537.0,174377.0,,,,,,,,,,,,,,,
Nebraska,2012,1853691.0,1665393.0,89002.0,25009.0,37186.0,2149.0,34952.0,1673695.0,179996.0,,,,,,,,,,,,,,,
Nebraska,2013,1865813.0,1672344.0,90538.0,25650.0,38871.0,2148.0,36262.0,1679801.0,186012.0,,,,,1865279.0,4140.0,312880.0,2420.0,1000.0,30.0,2220.043,167740.59,1296.321,534.504,13.403
Nebraska,2014,1879955.0,1678626.0,92621.0,26569.0,42054.0,2262.0,37823.0,1688845.0,191110.0,,,,,1879321.0,4440.0,439080.0,2350.0,1080.0,20.0,2363.62,233636.51,1249.387,572.547,11.706
Nebraska,2015,1892059.0,1684197.0,94200.0,27473.0,44687.0,2270.0,39232.0,1695538.0,196521.0,,,,,1891277.0,5230.0,491510.0,2220.0,1200.0,70.0,2767.442,259881.551,1174.339,634.492,39.127
Nebraska,2016,1906483.0,1690585.0,96502.0,28348.0,48046.0,2317.0,40685.0,1703505.0,202978.0,,,,,1905616.0,5650.0,508910.0,2410.0,1440.0,40.0,2967.02,267057.476,1262.059,756.186,19.941
Nebraska,2017,1916998.0,1695611.0,97839.0,29060.0,50028.0,2339.0,42121.0,1707112.0,209886.0,,,,,1915947.0,5330.0,380140.0,2420.0,1190.0,60.0,2780.348,198405.801,1264.127,623.191,31.838
Nebraska,2018,1925512.0,1697961.0,99602.0,29997.0,51877.0,2392.0,43683.0,1709633.0,215879.0,,,,,1925614.0,6500.0,366070.0,3170.0,340.0,60.0,3375.547,190103.001,1645.19,178.125,31.678
